Corte de información: Febrero 2020. Precios por litro (Moneda nacional),,,,,,,,,,,,,,,,,,
Entidad federativa,Gasolina mínimo 87 octanos,Año reporte,Mes,,Entidad federativa,Gasolina mínimo 91 octanos,Año reporte,Mes,,Entidad federativa,Diésel,Año reporte,Mes,,FechaCalendario,Gasolina mínimo 87 octanos,Gasolina mínimo 91 octanos,Diésel
Guanajuato,18.83,2018,7,,Guanajuato,20.24,2018,7,,Guanajuato,19.73,2018,7,,03/02/2018,17.26,18.96,18.36
Guanajuato,19.43,2018,8,,Guanajuato,20.86,2018,8,,Guanajuato,20.29,2018,8,,04/02/2018,17.27,18.97,18.37
Guanajuato,19.7,2018,9,,Guanajuato,21.12,2018,9,,Guanajuato,20.61,2018,9,,05/02/2018,17.27,18.97,18.37
Guanajuato,19.93,2018,10,,Guanajuato,21.41,2018,10,,Guanajuato,20.94,2018,10,,06/02/2018,17.3,18.99,18.4
Guanajuato,19.95,2018,11,,Guanajuato,21.48,2018,11,,Guanajuato,21.13,2018,11,,07/02/2018,17.33,19,18.43
Guanajuato,19.68,2018,12,,Guanajuato,21.21,2018,12,,Guanajuato,21.03,2018,12,,08/02/2018,17.34,19,18.43
Guanajuato,19.72,2019,1,,Guanajuato,21.07,2019,1,,Guanajuato,21.13,2019,1,,09/02/2018,17.33,18.99,18.42
Guanajuato,20.18,2019,2,,Guanajuato,21.21,2019,2,,Guanajuato,21.89,2019,2,,10/02/2018,17.33,18.99,18.42
Guanajuato,20.54,2019,3,,Guanajuato,21.65,2019,3,,Guanajuato,21.95,2019,3,,11/02/2018,17.33,18.99,18.42
Guanajuato,20.26,2019,4,,Guanajuato,21.62,2019,4,,Guanajuato,21.71,2019,4,,12/02/2018,17.33,18.99,18.42
Guanajuato,20.12,2019,5,,Guanajuato,21.54,2019,5,,Guanajuato,21.56,2019,5,,13/02/2018,17.33,18.99,18.42
Guanajuato,20,2019,6,,Guanajuato,21.53,2019,6,,Guanajuato,21.3,2019,6,,14/02/2018,17.33,18.98,18.42
Guanajuato,20.11,2019,7,,Guanajuato,21.63,2019,7,,Guanajuato,21.36,2019,7,,15/02/2018,17.34,18.99,18.42
Guanajuato,20.05,2019,8,,Guanajuato,21.66,2019,8,,Guanajuato,21.33,2019,8,,16/02/2018,17.35,19,18.43
Guanajuato,20.12,2019,9,,Guanajuato,21.69,2019,9,,Guanajuato,21.43,2019,9,,17/02/2018,17.37,19.01,18.44
Guanajuato,20.12,2019,10,,Guanajuato,21.69,2019,10,,Guanajuato,21.41,2019,10,,18/02/2018,17.37,19.01,18.44
Guanajuato,20.16,2019,11,,Guanajuato,21.54,2019,11,,Guanajuato,21.41,2019,11,,19/02/2018,17.37,19.01,18.45
Guanajuato,20.21,2019,12,,Guanajuato,21.47,2019,12,,Guanajuato,21.54,2019,12,,20/02/2018,17.38,19.01,18.46
Guanajuato,20.28,2020,1,,Guanajuato,21.53,2020,1,,Guanajuato,21.59,2020,1,,21/02/2018,17.39,19.01,18.48
Guanajuato,20.19,2020,2,,Guanajuato,21.35,2020,2,,Guanajuato,21.39,2020,2,,22/02/2018,17.4,19.01,18.5
Guerrero,16.05,2017,1,,Guerrero,17.81,2017,1,,Guerrero,17.14,2017,1,,23/02/2018,17.42,19.03,18.53
Guerrero,16.02,2017,2,,Guerrero,17.79,2017,2,,Guerrero,17.13,2017,2,,24/02/2018,17.44,19.04,18.55
Guerrero,15.98,2017,3,,Guerrero,17.73,2017,3,,Guerrero,17.04,2017,3,,25/02/2018,17.44,19.05,18.56
Guerrero,15.99,2017,4,,Guerrero,17.72,2017,4,,Guerrero,16.97,2017,4,,26/02/2018,17.45,19.05,18.56
Guerrero,15.9,2017,5,,Guerrero,17.64,2017,5,,Guerrero,16.85,2017,5,,27/02/2018,17.47,19.07,18.58
Guerrero,15.79,2017,6,,Guerrero,17.51,2017,6,,Guerrero,16.67,2017,6,,28/02/2018,17.49,19.09,18.61
Guerrero,15.71,2017,7,,Guerrero,17.41,2017,7,,Guerrero,16.55,2017,7,,01/03/2018,17.52,19.11,18.64
Guerrero,15.78,2017,8,,Guerrero,17.49,2017,8,,Guerrero,16.61,2017,8,,02/03/2018,17.53,19.12,18.65
Guerrero,16.01,2017,9,,Guerrero,17.74,2017,9,,Guerrero,16.86,2017,9,,03/03/2018,17.54,19.13,18.65
Guerrero,16.14,2017,10,,Guerrero,17.84,2017,10,,Guerrero,17.05,2017,10,,04/03/2018,17.54,19.13,18.65
Guerrero,16.22,2017,11,,Guerrero,17.93,2017,11,,Guerrero,17.16,2017,11,,05/03/2018,17.54,19.13,18.65
Guerrero,16.36,2017,12,,Guerrero,18.05,2017,12,,Guerrero,17.32,2017,12,,06/03/2018,17.54,19.13,18.66
Guerrero,16.91,2018,1,,Guerrero,18.58,2018,1,,Guerrero,17.87,2018,1,,07/03/2018,17.55,19.14,18.67
Guerrero,17.53,2018,2,,Guerrero,19.08,2018,2,,Guerrero,18.49,2018,2,,08/03/2018,17.55,19.14,18.67
Guerrero,17.76,2018,3,,Guerrero,19.22,2018,3,,Guerrero,18.74,2018,3,,09/03/2018,17.55,19.13,18.67
Guerrero,17.86,2018,4,,Guerrero,19.3,2018,4,,Guerrero,18.85,2018,4,,10/03/2018,17.55,19.14,18.67
Guerrero,18.05,2018,5,,Guerrero,19.45,2018,5,,Guerrero,19.01,2018,5,,11/03/2018,17.55,19.14,18.67
Guerrero,18.3,2018,6,,Guerrero,19.7,2018,6,,Guerrero,19.27,2018,6,,12/03/2018,17.55,19.14,18.67
Guerrero,18.73,2018,7,,Guerrero,20.14,2018,7,,Guerrero,19.7,2018,7,,13/03/2018,17.56,19.14,18.67
Guerrero,19.25,2018,8,,Guerrero,20.68,2018,8,,Guerrero,20.22,2018,8,,14/03/2018,17.56,19.14,18.67
Guerrero,19.47,2018,9,,Guerrero,20.88,2018,9,,Guerrero,20.49,2018,9,,15/03/2018,17.56,19.14,18.67
Guerrero,19.66,2018,10,,Guerrero,21.12,2018,10,,Guerrero,20.81,2018,10,,16/03/2018,17.57,19.14,18.68
Guerrero,19.56,2018,11,,Guerrero,21.01,2018,11,,Guerrero,20.98,2018,11,,17/03/2018,17.57,19.15,18.69
Guerrero,19.23,2018,12,,Guerrero,20.67,2018,12,,Guerrero,20.79,2018,12,,18/03/2018,17.58,19.15,18.69
Guerrero,19.05,2019,1,,Guerrero,20.26,2019,1,,Guerrero,20.83,2019,1,,19/03/2018,17.58,19.15,18.69
Guerrero,19.61,2019,2,,Guerrero,20.31,2019,2,,Guerrero,21.71,2019,2,,20/03/2018,17.58,19.16,18.69
Guerrero,20.08,2019,3,,Guerrero,21.27,2019,3,,Guerrero,21.45,2019,3,,21/03/2018,17.59,19.17,18.7
Guerrero,19.88,2019,4,,Guerrero,21.34,2019,4,,Guerrero,21.38,2019,4,,22/03/2018,17.6,19.17,18.71
Guerrero,19.83,2019,5,,Guerrero,21.34,2019,5,,Guerrero,21.35,2019,5,,23/03/2018,17.61,19.18,18.72
Guerrero,19.64,2019,6,,Guerrero,21.35,2019,6,,Guerrero,21.16,2019,6,,24/03/2018,17.62,19.19,18.73
Guerrero,19.77,2019,7,,Guerrero,21.34,2019,7,,Guerrero,21.32,2019,7,,25/03/2018,17.62,19.19,18.73
Guerrero,19.7,2019,8,,Guerrero,21.37,2019,8,,Guerrero,21.33,2019,8,,26/03/2018,17.63,19.19,18.73
Guerrero,19.9,2019,9,,Guerrero,21.38,2019,9,,Guerrero,21.5,2019,9,,27/03/2018,17.64,19.2,18.74
Guerrero,19.81,2019,10,,Guerrero,21.24,2019,10,,Guerrero,21.44,2019,10,,28/03/2018,17.64,19.21,18.74
Guerrero,19.88,2019,11,,Guerrero,21.03,2019,11,,Guerrero,21.49,2019,11,,29/03/2018,17.64,19.21,18.75
Guerrero,20.03,2019,12,,Guerrero,21.06,2019,12,,Guerrero,21.66,2019,12,,30/03/2018,17.64,19.21,18.75
Guerrero,20.15,2020,1,,Guerrero,21.11,2020,1,,Guerrero,21.74,2020,1,,31/03/2018,17.65,19.21,18.75
Guerrero,20.01,2020,2,,Guerrero,20.62,2020,2,,Guerrero,21.24,2020,2,,01/04/2018,17.65,19.21,18.75
Hidalgo,15.85,2017,1,,Hidalgo,17.61,2017,1,,Hidalgo,16.97,2017,1,,02/04/2018,17.65,19.21,18.75
Hidalgo,15.94,2017,2,,Hidalgo,17.69,2017,2,,Hidalgo,17.04,2017,2,,03/04/2018,17.65,19.21,18.75
Hidalgo,15.78,2017,3,,Hidalgo,17.53,2017,3,,Hidalgo,16.86,2017,3,,04/04/2018,17.65,19.21,18.75
Hidalgo,15.81,2017,4,,Hidalgo,17.52,2017,4,,Hidalgo,16.79,2017,4,,05/04/2018,17.65,19.21,18.75
Hidalgo,15.72,2017,5,,Hidalgo,17.45,2017,5,,Hidalgo,16.67,2017,5,,06/04/2018,17.65,19.21,18.75
Hidalgo,15.61,2017,6,,Hidalgo,17.31,2017,6,,Hidalgo,16.49,2017,6,,07/04/2018,17.65,19.21,18.75
Hidalgo,15.52,2017,7,,Hidalgo,17.21,2017,7,,Hidalgo,16.36,2017,7,,08/04/2018,17.65,19.21,18.75
Hidalgo,15.59,2017,8,,Hidalgo,17.29,2017,8,,Hidalgo,16.42,2017,8,,09/04/2018,17.65,19.21,18.76
Hidalgo,15.82,2017,9,,Hidalgo,17.54,2017,9,,Hidalgo,16.67,2017,9,,10/04/2018,17.65,19.21,18.76
Hidalgo,15.94,2017,10,,Hidalgo,17.64,2017,10,,Hidalgo,16.86,2017,10,,11/04/2018,17.66,19.21,18.76
Hidalgo,16.03,2017,11,,Hidalgo,17.74,2017,11,,Hidalgo,16.98,2017,11,,12/04/2018,17.66,19.22,18.77
Hidalgo,16.1,2017,12,,Hidalgo,17.8,2017,12,,Hidalgo,17.08,2017,12,,13/04/2018,17.67,19.22,18.77
Hidalgo,16.61,2018,1,,Hidalgo,18.25,2018,1,,Hidalgo,17.57,2018,1,,14/04/2018,17.67,19.22,18.77
Hidalgo,17.22,2018,2,,Hidalgo,18.75,2018,2,,Hidalgo,18.23,2018,2,,15/04/2018,17.67,19.22,18.77
Hidalgo,17.44,2018,3,,Hidalgo,18.87,2018,3,,Hidalgo,18.45,2018,3,,16/04/2018,17.67,19.23,18.78
Hidalgo,17.51,2018,4,,Hidalgo,18.9,2018,4,,Hidalgo,18.52,2018,4,,17/04/2018,17.68,19.23,18.78
Hidalgo,17.67,2018,5,,Hidalgo,19.04,2018,5,,Hidalgo,18.67,2018,5,,18/04/2018,17.68,19.23,18.78
Hidalgo,17.9,2018,6,,Hidalgo,19.27,2018,6,,Hidalgo,18.89,2018,6,,19/04/2018,17.68,19.23,18.78
Hidalgo,18.3,2018,7,,Hidalgo,19.68,2018,7,,Hidalgo,19.26,2018,7,,20/04/2018,17.68,19.23,18.79
Hidalgo,18.85,2018,8,,Hidalgo,20.25,2018,8,,Hidalgo,19.78,2018,8,,21/04/2018,17.69,19.24,18.79
Hidalgo,19.06,2018,9,,Hidalgo,20.45,2018,9,,Hidalgo,20.05,2018,9,,22/04/2018,17.69,19.24,18.79
Hidalgo,19.23,2018,10,,Hidalgo,20.66,2018,10,,Hidalgo,20.36,2018,10,,23/04/2018,17.69,19.24,18.79
Hidalgo,19.16,2018,11,,Hidalgo,20.6,2018,11,,Hidalgo,20.53,2018,11,,24/04/2018,17.7,19.24,18.8
Hidalgo,18.82,2018,12,,Hidalgo,20.24,2018,12,,Hidalgo,20.35,2018,12,,25/04/2018,17.71,19.25,18.81
Hidalgo,18.67,2019,1,,Hidalgo,19.88,2019,1,,Hidalgo,20.4,2019,1,,26/04/2018,17.73,19.27,18.82
Hidalgo,19.16,2019,2,,Hidalgo,19.87,2019,2,,Hidalgo,21.3,2019,2,,27/04/2018,17.73,19.27,18.83
Hidalgo,19.54,2019,3,,Hidalgo,20.48,2019,3,,Hidalgo,21.23,2019,3,,28/04/2018,17.74,19.28,18.83
Hidalgo,19.37,2019,4,,Hidalgo,20.6,2019,4,,Hidalgo,21.05,2019,4,,29/04/2018,17.77,19.3,18.84
Hidalgo,19.29,2019,5,,Hidalgo,20.59,2019,5,,Hidalgo,20.98,2019,5,,30/04/2018,17.77,19.29,18.84
Hidalgo,19.12,2019,6,,Hidalgo,20.56,2019,6,,Hidalgo,20.75,2019,6,,01/05/2018,17.78,19.3,18.84
Hidalgo,19.26,2019,7,,Hidalgo,20.62,2019,7,,Hidalgo,20.84,2019,7,,02/05/2018,17.79,19.31,18.85
Hidalgo,19.04,2019,8,,Hidalgo,20.61,2019,8,,Hidalgo,20.72,2019,8,,03/05/2018,17.8,19.32,18.86
Hidalgo,19.09,2019,9,,Hidalgo,20.6,2019,9,,Hidalgo,20.72,2019,9,,04/05/2018,17.81,19.32,18.87
Hidalgo,18.96,2019,10,,Hidalgo,20.5,2019,10,,Hidalgo,20.6,2019,10,,05/05/2018,17.82,19.33,18.87
Hidalgo,18.97,2019,11,,Hidalgo,20.23,2019,11,,Hidalgo,20.62,2019,11,,06/05/2018,17.82,19.33,18.87
Hidalgo,19.09,2019,12,,Hidalgo,20.23,2019,12,,Hidalgo,20.76,2019,12,,07/05/2018,17.82,19.33,18.87
Hidalgo,19.15,2020,1,,Hidalgo,20.24,2020,1,,Hidalgo,20.83,2020,1,,08/05/2018,17.83,19.34,18.88
Hidalgo,19,2020,2,,Hidalgo,19.86,2020,2,,Hidalgo,20.41,2020,2,,09/05/2018,17.84,19.34,18.89
Jalisco,16.46,2017,1,,Jalisco,18.31,2017,1,,Jalisco,17.29,2017,1,,10/05/2018,17.85,19.35,18.9
Jalisco,16.45,2017,2,,Jalisco,18.29,2017,2,,Jalisco,17.29,2017,2,,11/05/2018,17.85,19.36,18.91
Jalisco,16.36,2017,3,,Jalisco,18.21,2017,3,,Jalisco,17.16,2017,3,,12/05/2018,17.86,19.37,18.91
Jalisco,16.36,2017,4,,Jalisco,18.18,2017,4,,Jalisco,17.1,2017,4,,13/05/2018,17.86,19.37,18.91
Jalisco,16.24,2017,5,,Jalisco,18.11,2017,5,,Jalisco,16.98,2017,5,,14/05/2018,17.86,19.37,18.92
Jalisco,16.12,2017,6,,Jalisco,17.98,2017,6,,Jalisco,16.8,2017,6,,15/05/2018,17.87,19.38,18.92
Jalisco,16.03,2017,7,,Jalisco,17.88,2017,7,,Jalisco,16.67,2017,7,,16/05/2018,17.88,19.39,18.93
Jalisco,16.09,2017,8,,Jalisco,17.96,2017,8,,Jalisco,16.72,2017,8,,17/05/2018,17.89,19.4,18.94
Jalisco,16.32,2017,9,,Jalisco,18.21,2017,9,,Jalisco,16.97,2017,9,,18/05/2018,17.9,19.41,18.95
Jalisco,16.44,2017,10,,Jalisco,18.3,2017,10,,Jalisco,17.17,2017,10,,19/05/2018,17.91,19.42,18.96
Jalisco,16.52,2017,11,,Jalisco,18.4,2017,11,,Jalisco,17.29,2017,11,,20/05/2018,17.92,19.42,18.96
Jalisco,16.67,2017,12,,Jalisco,18.53,2017,12,,Jalisco,17.44,2017,12,,21/05/2018,17.92,19.42,18.96
Jalisco,17.29,2018,1,,Jalisco,19.02,2018,1,,Jalisco,18.03,2018,1,,22/05/2018,17.93,19.43,18.97
Jalisco,18.08,2018,2,,Jalisco,19.67,2018,2,,Jalisco,18.78,2018,2,,23/05/2018,17.94,19.44,18.98
Jalisco,18.33,2018,3,,Jalisco,19.83,2018,3,,Jalisco,19.04,2018,3,,24/05/2018,17.95,19.45,18.99
Jalisco,18.42,2018,4,,Jalisco,19.89,2018,4,,Jalisco,19.12,2018,4,,25/05/2018,17.96,19.46,19
Jalisco,18.65,2018,5,,Jalisco,20.1,2018,5,,Jalisco,19.33,2018,5,,26/05/2018,17.97,19.47,19.01
Jalisco,18.94,2018,6,,Jalisco,20.39,2018,6,,Jalisco,19.62,2018,6,,27/05/2018,17.97,19.47,19.01
Jalisco,19.22,2018,7,,Jalisco,20.65,2018,7,,Jalisco,19.91,2018,7,,28/05/2018,17.98,19.47,19.02
Jalisco,19.63,2018,8,,Jalisco,21,2018,8,,Jalisco,20.34,2018,8,,29/05/2018,17.99,19.48,19.03
Jalisco,19.9,2018,9,,Jalisco,21.24,2018,9,,Jalisco,20.59,2018,9,,30/05/2018,17.99,19.49,19.03
Jalisco,20.14,2018,10,,Jalisco,21.48,2018,10,,Jalisco,20.87,2018,10,,31/05/2018,18,19.5,19.04
Jalisco,20.19,2018,11,,Jalisco,21.52,2018,11,,Jalisco,21.04,2018,11,,01/06/2018,18.01,19.5,19.05
Jalisco,19.95,2018,12,,Jalisco,21.29,2018,12,,Jalisco,20.93,2018,12,,02/06/2018,18,19.5,19.06
Jalisco,19.9,2019,1,,Jalisco,21.11,2019,1,,Jalisco,20.94,2019,1,,03/06/2018,18,19.5,19.06
Jalisco,20.3,2019,2,,Jalisco,21.23,2019,2,,Jalisco,21.8,2019,2,,04/06/2018,18,19.5,19.07
Jalisco,20.78,2019,3,,Jalisco,21.64,2019,3,,Jalisco,21.93,2019,3,,05/06/2018,18.01,19.51,19.08
Jalisco,20.66,2019,4,,Jalisco,21.75,2019,4,,Jalisco,21.74,2019,4,,06/06/2018,18.01,19.54,19.09
Jalisco,20.66,2019,5,,Jalisco,21.77,2019,5,,Jalisco,21.66,2019,5,,07/06/2018,18.01,19.55,19.1
Jalisco,20.52,2019,6,,Jalisco,21.75,2019,6,,Jalisco,21.46,2019,6,,08/06/2018,18.03,19.56,19.11
Jalisco,20.53,2019,7,,Jalisco,21.76,2019,7,,Jalisco,21.5,2019,7,,09/06/2018,18.04,19.58,19.12
Jalisco,20.39,2019,8,,Jalisco,21.75,2019,8,,Jalisco,21.42,2019,8,,10/06/2018,18.04,19.58,19.13
Jalisco,20.37,2019,9,,Jalisco,21.76,2019,9,,Jalisco,21.41,2019,9,,11/06/2018,18.05,19.58,19.13
Jalisco,20.35,2019,10,,Jalisco,21.74,2019,10,,Jalisco,21.36,2019,10,,12/06/2018,18.06,19.58,19.14
Jalisco,20.34,2019,11,,Jalisco,21.71,2019,11,,Jalisco,21.32,2019,11,,13/06/2018,18.07,19.59,19.15
Jalisco,20.47,2019,12,,Jalisco,21.76,2019,12,,Jalisco,21.44,2019,12,,14/06/2018,18.08,19.6,19.16
Jalisco,20.58,2020,1,,Jalisco,21.81,2020,1,,Jalisco,21.5,2020,1,,15/06/2018,18.09,19.61,19.17
Jalisco,20.43,2020,2,,Jalisco,21.54,2020,2,,Jalisco,21.31,2020,2,,16/06/2018,18.1,19.62,19.19
Michoacán de Ocampo,16.22,2017,1,,Michoacán de Ocampo,17.99,2017,1,,Michoacán de Ocampo,17.3,2017,1,,17/06/2018,18.11,19.62,19.19
Michoacán de Ocampo,16.23,2017,2,,Michoacán de Ocampo,18.01,2017,2,,Michoacán de Ocampo,17.31,2017,2,,18/06/2018,18.11,19.63,19.19
Michoacán de Ocampo,16.14,2017,3,,Michoacán de Ocampo,17.9,2017,3,,Michoacán de Ocampo,17.18,2017,3,,19/06/2018,18.12,19.64,19.2
Michoacán de Ocampo,16.16,2017,4,,Michoacán de Ocampo,17.89,2017,4,,Michoacán de Ocampo,17.12,2017,4,,20/06/2018,18.13,19.65,19.21
Michoacán de Ocampo,16.07,2017,5,,Michoacán de Ocampo,17.82,2017,5,,Michoacán de Ocampo,17,2017,5,,21/06/2018,18.14,19.66,19.23
Michoacán de Ocampo,15.97,2017,6,,Michoacán de Ocampo,17.69,2017,6,,Michoacán de Ocampo,16.82,2017,6,,22/06/2018,18.15,19.67,19.23
Michoacán de Ocampo,15.89,2017,7,,Michoacán de Ocampo,17.59,2017,7,,Michoacán de Ocampo,16.69,2017,7,,23/06/2018,18.17,19.68,19.25
Michoacán de Ocampo,15.97,2017,8,,Michoacán de Ocampo,17.67,2017,8,,Michoacán de Ocampo,16.75,2017,8,,24/06/2018,18.17,19.68,19.25
Michoacán de Ocampo,16.19,2017,9,,Michoacán de Ocampo,17.91,2017,9,,Michoacán de Ocampo,17,2017,9,,25/06/2018,18.17,19.69,19.25
Michoacán de Ocampo,16.32,2017,10,,Michoacán de Ocampo,18,2017,10,,Michoacán de Ocampo,17.19,2017,10,,26/06/2018,18.18,19.7,19.26
Michoacán de Ocampo,16.4,2017,11,,Michoacán de Ocampo,18.1,2017,11,,Michoacán de Ocampo,17.3,2017,11,,27/06/2018,18.19,19.71,19.27
Michoacán de Ocampo,16.56,2017,12,,Michoacán de Ocampo,18.25,2017,12,,Michoacán de Ocampo,17.49,2017,12,,28/06/2018,18.2,19.72,19.28
Michoacán de Ocampo,17.19,2018,1,,Michoacán de Ocampo,18.84,2018,1,,Michoacán de Ocampo,18.11,2018,1,,29/06/2018,18.21,19.73,19.29
Michoacán de Ocampo,17.9,2018,2,,Michoacán de Ocampo,19.44,2018,2,,Michoacán de Ocampo,18.85,2018,2,,30/06/2018,18.22,19.74,19.3
Michoacán de Ocampo,18.12,2018,3,,Michoacán de Ocampo,19.57,2018,3,,Michoacán de Ocampo,19.1,2018,3,,01/07/2018,18.22,19.74,19.3
Michoacán de Ocampo,18.2,2018,4,,Michoacán de Ocampo,19.63,2018,4,,Michoacán de Ocampo,19.18,2018,4,,02/07/2018,18.23,19.74,19.31
Michoacán de Ocampo,18.36,2018,5,,Michoacán de Ocampo,19.76,2018,5,,Michoacán de Ocampo,19.33,2018,5,,03/07/2018,18.24,19.76,19.32
Michoacán de Ocampo,18.6,2018,6,,Michoacán de Ocampo,19.99,2018,6,,Michoacán de Ocampo,19.57,2018,6,,04/07/2018,18.26,19.77,19.34
Michoacán de Ocampo,19.03,2018,7,,Michoacán de Ocampo,20.43,2018,7,,Michoacán de Ocampo,19.98,2018,7,,05/07/2018,18.28,19.79,19.36
Michoacán de Ocampo,19.56,2018,8,,Michoacán de Ocampo,20.99,2018,8,,Michoacán de Ocampo,20.48,2018,8,,06/07/2018,18.3,19.81,19.38
Michoacán de Ocampo,19.76,2018,9,,Michoacán de Ocampo,21.17,2018,9,,Michoacán de Ocampo,20.73,2018,9,,07/07/2018,18.32,19.83,19.39
Michoacán de Ocampo,19.96,2018,10,,Michoacán de Ocampo,21.42,2018,10,,Michoacán de Ocampo,21.07,2018,10,,08/07/2018,18.32,19.83,19.4
Michoacán de Ocampo,19.91,2018,11,,Michoacán de Ocampo,21.35,2018,11,,Michoacán de Ocampo,21.24,2018,11,,09/07/2018,18.33,19.84,19.41
Michoacán de Ocampo,19.62,2018,12,,Michoacán de Ocampo,21.07,2018,12,,Michoacán de Ocampo,21.07,2018,12,,10/07/2018,18.35,19.86,19.43
Michoacán de Ocampo,19.54,2019,1,,Michoacán de Ocampo,20.8,2019,1,,Michoacán de Ocampo,21.17,2019,1,,11/07/2018,18.37,19.88,19.44
Michoacán de Ocampo,20.3,2019,2,,Michoacán de Ocampo,21.06,2019,2,,Michoacán de Ocampo,22.31,2019,2,,12/07/2018,18.38,19.9,19.47
Michoacán de Ocampo,20.67,2019,3,,Michoacán de Ocampo,21.52,2019,3,,Michoacán de Ocampo,22.22,2019,3,,13/07/2018,18.41,19.92,19.49
Michoacán de Ocampo,20.29,2019,4,,Michoacán de Ocampo,21.55,2019,4,,Michoacán de Ocampo,21.88,2019,4,,14/07/2018,18.42,19.94,19.5
Michoacán de Ocampo,20.06,2019,5,,Michoacán de Ocampo,21.49,2019,5,,Michoacán de Ocampo,21.64,2019,5,,15/07/2018,18.43,19.94,19.51
Michoacán de Ocampo,19.86,2019,6,,Michoacán de Ocampo,21.45,2019,6,,Michoacán de Ocampo,21.36,2019,6,,16/07/2018,18.44,19.95,19.52
Michoacán de Ocampo,19.93,2019,7,,Michoacán de Ocampo,21.49,2019,7,,Michoacán de Ocampo,21.46,2019,7,,17/07/2018,18.47,19.99,19.56
Michoacán de Ocampo,19.89,2019,8,,Michoacán de Ocampo,21.55,2019,8,,Michoacán de Ocampo,21.49,2019,8,,18/07/2018,18.49,20,19.57
Michoacán de Ocampo,19.96,2019,9,,Michoacán de Ocampo,21.53,2019,9,,Michoacán de Ocampo,21.56,2019,9,,19/07/2018,18.51,20.02,19.59
Michoacán de Ocampo,19.87,2019,10,,Michoacán de Ocampo,21.33,2019,10,,Michoacán de Ocampo,21.45,2019,10,,20/07/2018,18.53,20.04,19.61
Michoacán de Ocampo,19.95,2019,11,,Michoacán de Ocampo,21.12,2019,11,,Michoacán de Ocampo,21.52,2019,11,,21/07/2018,18.55,20.06,19.63
Michoacán de Ocampo,20.06,2019,12,,Michoacán de Ocampo,21.15,2019,12,,Michoacán de Ocampo,21.68,2019,12,,22/07/2018,18.55,20.06,19.63
Michoacán de Ocampo,20.14,2020,1,,Michoacán de Ocampo,21.19,2020,1,,Michoacán de Ocampo,21.78,2020,1,,23/07/2018,18.55,20.07,19.63
Michoacán de Ocampo,20.01,2020,2,,Michoacán de Ocampo,20.7,2020,2,,Michoacán de Ocampo,21.34,2020,2,,24/07/2018,18.57,20.09,19.65
Morelos,15.91,2017,1,,Morelos,17.65,2017,1,,Morelos,16.97,2017,1,,25/07/2018,18.59,20.11,19.67
Morelos,15.89,2017,2,,Morelos,17.63,2017,2,,Morelos,16.96,2017,2,,26/07/2018,18.61,20.12,19.69
Morelos,15.81,2017,3,,Morelos,17.58,2017,3,,Morelos,16.85,2017,3,,27/07/2018,18.63,20.14,19.71
Morelos,15.84,2017,4,,Morelos,17.57,2017,4,,Morelos,16.78,2017,4,,28/07/2018,18.65,20.17,19.73
Morelos,15.75,2017,5,,Morelos,17.5,2017,5,,Morelos,16.66,2017,5,,29/07/2018,18.65,20.17,19.74
Morelos,15.65,2017,6,,Morelos,17.37,2017,6,,Morelos,16.49,2017,6,,30/07/2018,18.67,20.18,19.75
Morelos,15.56,2017,7,,Morelos,17.26,2017,7,,Morelos,16.37,2017,7,,31/07/2018,18.71,20.22,19.79
Morelos,15.63,2017,8,,Morelos,17.34,2017,8,,Morelos,16.43,2017,8,,01/08/2018,18.73,20.25,19.81
Morelos,15.85,2017,9,,Morelos,17.59,2017,9,,Morelos,16.68,2017,9,,02/08/2018,18.76,20.27,19.84
Morelos,15.98,2017,10,,Morelos,17.7,2017,10,,Morelos,16.86,2017,10,,03/08/2018,18.78,20.3,19.87
Morelos,16.07,2017,11,,Morelos,17.8,2017,11,,Morelos,16.98,2017,11,,04/08/2018,18.81,20.32,19.89
Morelos,16.18,2017,12,,Morelos,17.89,2017,12,,Morelos,17.1,2017,12,,05/08/2018,18.82,20.33,19.9
Morelos,16.77,2018,1,,Morelos,18.42,2018,1,,Morelos,17.69,2018,1,,06/08/2018,18.83,20.34,19.91
Morelos,17.43,2018,2,,Morelos,18.94,2018,2,,Morelos,18.41,2018,2,,07/08/2018,18.87,20.38,19.96
Morelos,17.66,2018,3,,Morelos,19.07,2018,3,,Morelos,18.65,2018,3,,08/08/2018,18.9,20.41,19.98
Morelos,17.76,2018,4,,Morelos,19.13,2018,4,,Morelos,18.74,2018,4,,09/08/2018,18.93,20.44,20
Morelos,17.92,2018,5,,Morelos,19.28,2018,5,,Morelos,18.89,2018,5,,10/08/2018,18.94,20.45,20.01
Morelos,18.16,2018,6,,Morelos,19.51,2018,6,,Morelos,19.12,2018,6,,11/08/2018,18.95,20.45,20.02
Morelos,18.56,2018,7,,Morelos,19.93,2018,7,,Morelos,19.5,2018,7,,12/08/2018,18.95,20.46,20.03
Morelos,19.12,2018,8,,Morelos,20.51,2018,8,,Morelos,20.02,2018,8,,13/08/2018,18.96,20.46,20.03
Morelos,19.34,2018,9,,Morelos,20.73,2018,9,,Morelos,20.29,2018,9,,14/08/2018,18.97,20.47,20.04
Morelos,19.53,2018,10,,Morelos,20.96,2018,10,,Morelos,20.61,2018,10,,15/08/2018,18.99,20.49,20.06
